uuid,Members,Answers,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,_version:1,_order:1200
32382695-bd28-4759-a578-83e412886bf1,"Screened;TB Status;ANC, TB Outcome",,"CPN, TB","ANC, TB","CPN, TB","ANC, TB",Misc,N/A,,
820a12b1-1742-4309-aa95-61dcff886fd9,,,Nil,Nil,Nil,Nil,Misc,N/A,,
95aaf8f6-a9a9-494e-a9d5-fbb97d607a4c,,,Trace,Trace,Trace,Trace,Misc,N/A,,
68d4a408-6de3-487e-890a-93282aab8d00,,,1+,1+,1+,1+,Misc,N/A,,
b0484863-a526-49e3-a1e4-25898e80831d,,,2+,2+,2+,2+,Misc,N/A,,
5263158a-a7ff-452f-a883-a9b45f41db9b,,,3+,3+,3+,3+,Misc,N/A,,
b0539a16-0f62-44a0-9ae7-dc9aca111744,,,4+,4+,4+,4+,Misc,N/A,,
1dc767cc-46d1-4226-b346-1c17c9e3145f,,Nil;Trace;1+;2+;3+;4+,Albuminurie,Albumin (Urine),Albuminurie,Albumin (Urine),LabTest,Coded,,
cdfa8cbb-e312-4207-8cf0-36b8f03bbe07,Albumin (Urine),,Tests en Laboratoire et résultats,Laboratory tests and results,Tests en Laboratoire et résultats,Laboratory tests and results,Misc,N/A,,
bcb6ca2d-8b01-4d40-bbab-195d2da0f908,,,"Numéro, 1","Number, 1","Numéro, 1","Number, 1",Misc,N/A,,
8f63b407-8fdd-4efd-94c7-e6c3f93f0403,,,"Numéro, 2","Number, 2","Numéro, 2","Number, 2",Misc,N/A,,
8c6b2506-505f-4473-ac36-6a6e5995d45d,,,"Numéro, 3","Number, 3","Numéro, 3","Number, 3",Misc,N/A,,
ef1f09c9-b124-4616-80cf-dadf99251de4,,,"Numéro, 4","Number, 4","Numéro, 4","Number, 4",Misc,N/A,,
b4e0eaa8-c96d-46aa-9c90-33d2522a2a4d,,,"Numéro, 5","Number, 5","Numéro, 5","Number, 5",Misc,N/A,,
56d1c828-b0c7-4253-98f6-f1023974983d,,"Number, 1;Number, 2;Number, 3;Number, 4;Number, 5",Vaccin antitétanique,Anti-tetanus toxoid (ATT),Vaccin antitétanique,Anti-tetanus toxoid (ATT),Misc,Coded,,
18173a35-3c14-4282-a4fd-24e5ed395376,,Yes full name;No full name,Moustiquaire impregnée à longue durée d'action(MILDA),Long lasting insecticide net (LLIN),MILDA,Long lasting insecticide net (LLIN),Misc,Coded,,
342d477c-fc37-4528-8c33-88e92a992615,,"Number, 1;Number, 2;Number, 3;Number, 4;Number, 5;Not Applicable",TPI paludisme,Malaria IPT,TPI paludisme,Malaria IPT,Misc,Coded,,
5159ab7a-fdba-47bf-8ed1-4999c019bdb0,,Yes full name;No full name;Not Applicable,CTX Reçu,Received Cotrimoxazole,CTX Reçu,Received Cotrimoxazole,Misc,Coded,,
68a6d250-094f-422a-8f50-19bd9f0d4689,Anti-tetanus toxoid (ATT);Long lasting insecticide net (LLIN);Malaria IPT;Received Cotrimoxazole,,MILDA/Traitement reçu,LLIN/Medication received,MILDA/Traitement reçu,LLIN/Medication received,Misc,N/A,,
9ff49b12-e8c7-4fc5-ab22-87ba4336b05a,,,Hémorragie,Hemorrhage,Hémorragie,Hemorrhage,Misc,N/A,,
ff47e68a-89f8-4ae5-9cc8-f1b08371d9e0,,,Pré-éclampsie,Pre-eclampsia,Pré-éclampsie,Pre-eclampsia,Misc,N/A,,
088d50c7-7660-45cc-9f39-806ba6649158,,,Eclampsie,Eclampsia,Eclampsie,Eclampsia,Misc,N/A,,
566a336f-6894-4274-b441-fd4b2680909b,,,Mort feotale inutra-utérine,Intra-uterine Death,Mort feotale inutra-utérine,Intra-uterine Death,Misc,N/A,,
86388b10-7569-4f9f-b87c-6c62104a89ef,,,Autres complications,Others complication,Autres complications,Others complication,Misc,N/A,,
759f54b2-eb58-4b0f-a1f0-d24f4b6dfd69,,Hemorrhage;Pre-eclampsia;Eclampsia;Intra-uterine Death;Others complication,Complications de grossesse,Pregnancy Complications,Complications de grossesse,Pregnancy Complications,Misc,Coded,,
47764488-d8dc-48ce-8305-b9bfbb626110,,,Traité,Treated,Traité,Treated,Misc,N/A,,
c47100e6-354d-4872-8fb0-a32481dd96c0,,,Décédé,Died,Décédé,Died,Misc,N/A,,
cf0b85a0-267a-4026-b8a7-ccfef75ccf6d,,,Référé,Referred,Référé,Referred,Misc,N/A,,
3d846cf1-f9d3-4a94-ba73-66d99b3c8808,,,Avorté,Aborted,Avorté,Aborted,Misc,N/A,,
5e7ceea0-875d-4916-a74e-a6830f1c7373,,Treated;Died;Referred;Aborted,Devenir des complications de grossesse,Pregnancy Complications Outcome,Devenir des complications de grossesse,Pregnancy Complications Outcome,Misc,Coded,,
7aab4a2e-6789-435c-8d80-54fe2b74918c,Pregnancy Complications;Pregnancy Complications Outcome,,Complications de grossesse / Devenir,Pregnancy complication/outcome,Complications de grossesse / Devenir,Pregnancy complication/outcome,Misc,Coded,,
6122279f-93a8-4e5a-ac5e-b347b60c989b,,,Déjà sous TAR,Already on ART,Déjà sous TAR,Already on ART,Misc,N/A,,
31314c4c-c0b9-4b86-bd68-3449ff0ad20c,,,Nouvellement mis sous TAR,Newly initiating ART,Nouvellement mis sous TAR,Newly initiating ART,Misc,N/A,,
b74ac07a-2eac-48d4-8636-ce7da937ce81,,,Prophylaxie AZT,AZT prophylaxis,Prophylaxie AZT,AZT prophylaxis,Misc,N/A,,
564fa7cf-a65a-40ea-9e0b-1aee30b47ab5,,,Non Applicable si VIH négativf,Not Applicable if HIV negative,Non Applicable si VIH négativf,Not Applicable if HIV negative,Misc,N/A,,
f961ec41-cd5d-4b45-91e0-0f5a408fea4b,,Already on ART;Newly initiating ART;AZT prophylaxis;Not Applicable if HIV negative;None,"TAR, Status","ART, Status","TAR, Status","ART, Status",Misc,Coded,,
85d15312-3e9f-4834-bbee-5b820df32043,,AZT/3TC/NVP;AZT/3TC/LPV/r;AZT/3TC/NVP-Paediatric;AZT/3TC/EFV;AZT/3TC/EFV-Paediatric;TDF/3TC/NVP;TDF/3TC/NVP-Paediatric;TDF/3TC/EFV;TDF/3TC/EFV-Paediatric;TDF/3TC/LPV/r;cb279713-3373-44be-91bf-ead37122d098,Regime de la mère,"HIVTC, Mothers ARV Regimen",Regime de la mère,"HIVTC, Mothers ARV Regimen",Misc,Coded,,
ae4e6b70-b8ce-4672-b41b-e9bdd31fe4f8,,,Nombre de Pillules,Number of Pills,Nombre de Pillules,Number of Pills,Misc,Numeric,,
d09552b6-302c-427a-b757-dfeeb0ec1d50,,,Code TARV,Unique ART Client ID Number,Code TARV,Unique ART Client ID Number,Misc,Text,,
89b1cd66-c33a-4ef4-b208-5d86502f14ec,"ART, Status;HIVTC, Mothers ARV Regimen;Number of Pills;Start date;Unique ART Client ID Number",,ARVs/TAR,ARVs / ART,ARVs/TAR,ARVs / ART,Misc,N/A,, 
14815716-7d9a-4306-8f05-f27c3ff30709,"Date of First ANC Visit;Obstetrical/Delivery History;ANC Vital Signs;Pregnancy Status at 1st Visit;HIV Status;Syphilis Testing and Treatment;Partners HIV status;Laboratory tests and results;LLIN/Medication received;Pregnancy complication/outcome;ARVs / ART",,Consultation prénatale (CPN) - initial,Antenatal Care (ANC) - initial,Consultation prénatale (CPN) - initial,Antenatal Care (ANC) - initial,Misc,N/A,,
