ID,name,categ_id/id,Product Type,Sale Price,Cost,mrp,active,available_in_pos,purchase_ok,sale_ok,company_id/id,purchase_method,cost_method,create_date,sale_delay,description,description_picking,drug,default_code,property_stock_inventory/id,invoice_policy,location_id/id,manufacturer/id,pos_categ_id/id,item_ids/id,property_stock_procurement/id,attribute_line_ids/id,property_stock_production/id,description_purchase,uom_po_id/id,description_sale,sequence,to_weight,track_service,tracking,uuid,uom_id/id,valuation,warehouse_id/id,warranty,weight
SERVICE_11,Nurse Screener/ Consultation,services_accueil_et_orientation,Service,1250,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,4c0386b4-66f4-4af8-bd46-24d0dd75f95e,product.product_uom_unit,manual_periodic,,0,0
SERVICE_12,General Practitioner/ Consultation,services_accueil_et_orientation,Service,500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,eeea807a-a4b6-4372-a385-a1a7ff451c33,product.product_uom_unit,manual_periodic,,0,0
SERVICE_13,Deposit (Minimum),services_accueil_et_orientation,Service,500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,3f1b94b5-45db-4741-bc62-94e9fc90f844,product.product_uom_unit,manual_periodic,,0,0
SERVICE_14,1st 3 Days/ Day,services_accueil_et_orientation,Service,1500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,dd1b1ae1-30dd-41d9-8273-923fa6b7be52,product.product_uom_unit,manual_periodic,,0,0
SERVICE_15,3 - 20 Days/ Day,services_aeo_bed_fees_accueil_et_orientation,Service,1000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,26a90028-9f7d-4144-9310-3b041c02abf3,product.product_uom_unit,manual_periodic,,0,0
SERVICE_16,19 Days/ Day,services_aeo_bed_fees_accueil_et_orientation,Service,7500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,84c19555-2919-4117-bb32-a4e7547160cc,product.product_uom_unit,manual_periodic,,0,0
SERVICE_17,Deposit,services_aeo_bed_fees_accueil_et_orientation,Service,56250,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,4ec10c61-ab90-4696-801a-13692ebd1aa1,product.product_uom_unit,manual_periodic,,0,0
SERVICE_18,Bed fee per day,services_aeo_bed_fees_accueil_et_orientation,Service,22500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,40ac6f48-cc77-4da8-a506-df707d9c0aff,product.product_uom_unit,manual_periodic,,0,0
SERVICE_19,Deposit,services_aeo_bed_fees_accueil_et_orientation,Service,45000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,ed7d54a2-db14-49c6-afbd-8f7969fa3878,product.product_uom_unit,manual_periodic,,0,0
SERVICE_20,Bed fee per day,services_aeo_bed_fees_accueil_et_orientation,Service,67500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,2f8864fb-306c-4520-80e3-af4478669d59,product.product_uom_unit,manual_periodic,,0,0
SERVICE_21,Deposit,services_aeo_bed_fees_accueil_et_orientation,Service,105000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,6a932ecb-377f-4b10-9ce4-04888dda7dd6,product.product_uom_unit,manual_periodic,,0,0
SERVICE_22,1st 3 Days,services_aeo_bed_fees_accueil_et_orientation,Service,82500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,d081baa2-a120-4e2d-a2de-ef606f09c97f,product.product_uom_unit,manual_periodic,,0,0
SERVICE_23,4+ Days,services_aeo_bed_fees_accueil_et_orientation,Service,105000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,6b7742a7-dbf6-4eea-b88f-58914621f894,product.product_uom_unit,manual_periodic,,0,0
SERVICE_24,Simple,services_aeo_bed_fees_accueil_et_orientation,Service,67500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,de6da0d9-ac7d-4eaa-b3ff-60bd9d2b43a4,product.product_uom_unit,manual_periodic,,0,0
SERVICE_25,Complicated,services_aeo_bed_fees_accueil_et_orientation,Service,97500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,54a97671-098c-45d8-897b-153658fe4b56,product.product_uom_unit,manual_periodic,,0,0
SERVICE_26,Simple dressings with gloves,services_aeo_bed_fees_accueil_et_orientation,Service,127500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,f8a6a833-f46d-49ec-add2-623c5b6178ee,product.product_uom_unit,manual_periodic,,0,0
SERVICE_27,Ears - Irrigation 1 Or 2 /Ear,services_aeo_bed_fees_accueil_et_orientation,Service,67500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,cc27d097-4026-4411-a394-1f4e24fba072,product.product_uom_unit,manual_periodic,,0,0
SERVICE_28,EKG,services_aeo_bed_fees_accueil_et_orientation,Service,97500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,48dac610-d6bc-4220-8999-2f0d7bbbab62,product.product_uom_unit,manual_periodic,,0,0
SERVICE_29,Endoscopy,services_aeo_bed_fees_accueil_et_orientation,Service,82500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,745e1c5f-57fc-4d77-a6d6-556c7bb4154d,product.product_uom_unit,manual_periodic,,0,0
SERVICE_30,Intracath /Pce,services_aeo_bed_fees_accueil_et_orientation,Service,82500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,69c76247-b009-4d1d-a3c4-ddfe47538c21,product.product_uom_unit,manual_periodic,,0,0
SERVICE_31,IUD Insertion,services_aeo_bed_fees_accueil_et_orientation,Service,165000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,f43e03a9-71ac-4571-9f5e-1dae44a42f70,product.product_uom_unit,manual_periodic,,0,0
SERVICE_32,IUD Removal,services_aeo_bed_fees_accueil_et_orientation,Service,97500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,0123b895-2a39-4728-958f-d5c6186bb5f9,product.product_uom_unit,manual_periodic,,0,0
SERVICE_33,Laryngoscopy,services_aeo_bed_fees_accueil_et_orientation,Service,82500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,3a0faa24-583c-49e6-b01a-a3d17df2cae2,product.product_uom_unit,manual_periodic,,0,0
SERVICE_34,Medical Exam (Hb - Stool - Urine),services_aeo_bed_fees_accueil_et_orientation,Service,195000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,25df34c3-e321-44a3-941d-a82b07e45010,product.product_uom_unit,manual_periodic,,0,0
SERVICE_35,Medical records,services_aeo_bed_fees_accueil_et_orientation,Service,165000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,00424c12-ddae-4589-9d40-738c42b185c7,product.product_uom_unit,manual_periodic,,0,0
SERVICE_36,Nebulizer (per day),services_aeo_bed_fees_accueil_et_orientation,Service,127500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,f39cb9f9-9cb2-45f9-b390-4743c501d662,product.product_uom_unit,manual_periodic,,0,0
SERVICE_37,N-G Suction (per day),services_aeo_bed_fees_accueil_et_orientation,Service,247500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,4ffb9a78-3a6b-4511-b670-f569eb547165,product.product_uom_unit,manual_periodic,,0,0
SERVICE_38,Bandages (Roller),services_aeo_bed_fees_accueil_et_orientation,Service,210000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,0007e07d-4f7a-4cac-8a99-17dc3d52c578,product.product_uom_unit,manual_periodic,,0,0
SERVICE_39,Catheterization,services_aeo_bed_fees_accueil_et_orientation,Service,187500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,13db8088-40b6-48e7-824b-2e6b555d1710,product.product_uom_unit,manual_periodic,,0,0
SERVICE_40,Catheterization with drainage,services_aeo_bed_fees_accueil_et_orientation,Service,150000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,be1c50c2-28cc-45ca-9766-f91881cc62a8,product.product_uom_unit,manual_periodic,,0,0
SERVICE_41,Irrigation/ Day,services_aeo_bed_fees_accueil_et_orientation,Service,82500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,1a46d8de-a9ba-4ae4-b1fe-7d56a0c555df,product.product_uom_unit,manual_periodic,,0,0
SERVICE_42,Continuous Irrigation/ Day,services_aeo_bed_fees_accueil_et_orientation,Service,105000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,ce309d71-2dee-4ff4-aca3-765b481a285b,product.product_uom_unit,manual_periodic,,0,0
SERVICE_43,Colostomy bag,services_aeo_bed_fees_accueil_et_orientation,Service,195000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,66e754a7-db1d-48d8-a097-ddf24305c9f8,product.product_uom_unit,manual_periodic,,0,0
SERVICE_44,Douches or Enemas,services_aeo_bed_fees_accueil_et_orientation,Service,67500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,4ea9134a-0387-4f6c-a289-7ada29a21853,product.product_uom_unit,manual_periodic,,0,0
SERVICE_45,0 Liter per minute for 60 minutes,services_aeo_bed_fees_accueil_et_orientation,Service,82500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,6bc431d0-db86-4a15-aa99-854b2aa5934a,product.product_uom_unit,manual_periodic,,0,0
SERVICE_46,1 Liter per minute for 60 minutes,services_aeo_bed_fees_accueil_et_orientation,Service,45000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,5f7fd0f7-c370-4f7e-abe5-0c477d3f0e81,product.product_uom_unit,manual_periodic,,0,0
SERVICE_47,2 Liter per minute for 60 minutes,services_aeo_bed_fees_accueil_et_orientation,Service,56250,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,55cdd638-0696-4c71-88c1-2b163df107e3,product.product_uom_unit,manual_periodic,,0,0
SERVICE_48,3 Liter per minute for 60 minutes,services_aeo_bed_fees_accueil_et_orientation,Service,56250,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,3dcde296-410e-4f49-ac8f-1fa8569e594a,product.product_uom_unit,manual_periodic,,0,0
SERVICE_49,4 Liter per minute for 60 minutes,services_aeo_bed_fees_accueil_et_orientation,Service,101250,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,fdd4edea-4344-4693-94c3-493b1a51b76a,product.product_uom_unit,manual_periodic,,0,0
SERVICE_50,Concentrator per day,services_aeo_bed_fees_accueil_et_orientation,Service,45000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,63a41ffd-6631-45e8-8f67-f6efc51ae997,product.product_uom_unit,manual_periodic,,0,0
SERVICE_51,Podophyllin 25% per application,services_aeo_bed_fees_accueil_et_orientation,Service,82500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,680de920-0b54-4abb-852c-c67c41fa753e,product.product_uom_unit,manual_periodic,,0,0
SERVICE_52,Proctoscopy,services_aeo_bed_fees_accueil_et_orientation,Service,101250,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,0eef2990-02c5-4d57-9704-6a9c7e29e6d2,product.product_uom_unit,manual_periodic,,0,0
SERVICE_53,Speculum exam (GYN),services_aeo_bed_fees_accueil_et_orientation,Service,56250,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,8ee944d3-c91e-4648-9113-9f1dc1427140,product.product_uom_unit,manual_periodic,,0,0
SERVICE_54,Supra-Pubic catheter,services_aeo_bed_fees_accueil_et_orientation,Service,67500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,e40116fb-dc80-442e-a714-fc056118afc9,product.product_uom_unit,manual_periodic,,0,0
SERVICE_55,Special mouth care per day,services_aeo_bed_fees_accueil_et_orientation,Service,97500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,e2b85c90-8cce-428b-9925-710172bc51d1,product.product_uom_unit,manual_periodic,,0,0
SERVICE_56,Spinal tap,services_aeo_bed_fees_accueil_et_orientation,Service,67500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,6a288833-bcc3-4c26-b250-1c39054bbd5b,product.product_uom_unit,manual_periodic,,0,0
SERVICE_57,Syringe with needle,services_aeo_bed_fees_accueil_et_orientation,Service,37500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,e7200afe-60d9-4a30-90d3-3fedd257ece3,product.product_uom_unit,manual_periodic,,0,0
SERVICE_58,Thoracentesis,services_aeo_bed_fees_accueil_et_orientation,Service,45000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,91516089-8e52-41fb-bd79-e996173b95e7,product.product_uom_unit,manual_periodic,,0,0
SERVICE_59,Urethral dilatation,services_aeo_bed_fees_accueil_et_orientation,Service,15000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,105e2b41-9958-428d-81da-2242451dd719,product.product_uom_unit,manual_periodic,,0,0
SERVICE_60,Sitz bath,services_aeo_bed_fees_accueil_et_orientation,Service,70000,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,ae96234b-e999-4268-a1ab-794165ba34cf,product.product_uom_unit,manual_periodic,,0,0
SERVICE_61,Manual stool remove,services_aeo_bed_fees_accueil_et_orientation,Service,22500,1,,TRUE,TRUE,FALSE,TRUE,base.main_company,On received quantities,standard,01/05/2021 10:06,0,,,,,stock.location_inventory,Ordered quantities,,,,,stock.location_procurement,,stock.location_production,,product.product_uom_unit,,1,FALSE,Manually set quantities on order,No Tracking,4d7f4020-5f85-46a5-bdc6-b665381041f8,product.product_uom_unit,manual_periodic,,0,0
