id,active,name,standard_price,list_price,mrp,categ_id/id,type,product_variant_ids/id,uom_po_id/id,uom_id/id,tracking
__export__.product_template_1264,TRUE,Alcool éthylique fut 250L,1,2,2,__export__.product_category_32,Stockable Product,__export__.product_product_1264,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1266,TRUE,Alizapride,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1266,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2176,TRUE,Allopurinol 100mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_2176,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_15,TRUE,Allopurinol 100mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_15,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2214,TRUE,Allopurinol 300mg Tablets,1,7000,7000,__export__.product_category_29,Stockable Product,__export__.product_product_2214,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1268,TRUE,Aluminium Hydroxyde 500mg,1,25,25,__export__.product_category_29,Stockable Product,__export__.product_product_1268,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1270,TRUE,Amidotrizoate de sodium,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1270,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1272,TRUE,Amikacine 500mg,1,50,50,__export__.product_category_13,Stockable Product,__export__.product_product_1272,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1274,TRUE,Aminophylline 100mg,1,70,70,__export__.product_category_29,Stockable Product,__export__.product_product_1274,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1276,TRUE,"Aminophylline 25mg/ml, 250mg /10ml",1,35,35,__export__.product_category_33,Stockable Product,__export__.product_product_1276,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1278,TRUE,Amiodarone 100mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1278,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1280,TRUE,Amiodarone 200mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1280,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1282,TRUE,Amiodarone 50mg/ml,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1282,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1284,TRUE,Amlodipine 10mg,1,2000,2000,__export__.product_category_29,Stockable Product,__export__.product_product_1284,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2177,TRUE,Amlodipine 5mg,1,1500,1500,__export__.product_category_29,Stockable Product,__export__.product_product_2177,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_21,TRUE,Amlodipine 5mg,1,1500,1500,__export__.product_category_29,Stockable Product,__export__.product_product_21,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2441,TRUE,Amoxicillin 250mg Dispersable Tablet,1,400,400,__export__.product_category_29,Stockable Product,__export__.product_product_2441,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2218,TRUE,Amoxiclav 250/125,1,50,50,__export__.product_category_45,Stockable Product,__export__.product_product_2218,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2219,TRUE,Amoxiclav 250/62(Co-amoxiclav),1,100,100,__export__.product_category_45,Stockable Product,__export__.product_product_2219,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2220,TRUE,Amoxiclav 500/125,1,10000,10000,__export__.product_category_45,Stockable Product,__export__.product_product_2220,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2442,TRUE,Amoxycillin 250mg tablets,1,1000,1000,__export__.product_category_29,Stockable Product,__export__.product_product_2442,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1290,TRUE,Amoxycilline 250mg/5ml,1,2,2,__export__.product_category_30,Stockable Product,__export__.product_product_1290,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1292,TRUE,"Amoxycilline 250mg/5ml poudre pour, 60ml",1,2,2,__export__.product_category_30,Stockable Product,__export__.product_product_1292,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1286,TRUE,Amoxycilline 250mg poudre pour 100ml,1,200,200,__export__.product_category_30,Stockable Product,__export__.product_product_1286,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1288,TRUE,Amoxycilline 250mg poudre pour 60ml,1,4500,4500,__export__.product_category_30,Stockable Product,__export__.product_product_1288,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1294,TRUE,"Amoxycilline 500mg, sous blister",1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1294,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1296,TRUE,"Amoxycilline 500mg, sous blister -",1,200,200,__export__.product_category_15,Stockable Product,__export__.product_product_1296,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1298,TRUE,Amoxycilline+Acide Clavulanique 1000mg+125mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1298,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1300,TRUE,"Amoxycilline+Acide Clavulanique 250mg+31,25mg susp buvable",1,2,2,__export__.product_category_14,Stockable Product,__export__.product_product_1300,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1302,TRUE,Amoxycilline+Acide Clavulanique 500mg+125mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1302,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1304,TRUE,Amoxycilline+Acide Clavulanique 500mg+50mg/FL,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1304,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1305,TRUE,"Amoxycilline+Acide Clavulanique 500mg+62,5mg",1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1305,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1307,TRUE,Amphotéricine B 250mg,1,2,2,__export__.product_category_15,Stockable Product,__export__.product_product_1307,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1309,TRUE,Amphotéricine B 500mg,1,2,2,__export__.product_category_24,Stockable Product,__export__.product_product_1309,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1311,TRUE,Amphotéricine B Lysomal 50mg/,1,30000,30000,__export__.product_category_33,Stockable Product,__export__.product_product_1311,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1313,TRUE,"Ampiciline 1000mg/3,2ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1313,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1314,TRUE,"Ampiciline 500mg/3,2ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1314,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1316,TRUE,Ampicilline PPI 1g,1,2,2,__export__.product_category_34,Stockable Product,__export__.product_product_1316,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1318,TRUE,Amytriptilyne 25mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1318,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1320,TRUE,Amytriptilyne 50mg/2ml,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1320,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1322,TRUE,"Antiamaril (Fièvre jaune) VAA 1 dose/0,5ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1322,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1324,TRUE,Antibactérien Fl/250ml,1,2,2,__export__.product_category_24,Stockable Product,__export__.product_product_1324,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1326,TRUE,Antibactérien Fl/500ml,1,2,2,__export__.product_category_24,Stockable Product,__export__.product_product_1326,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1328,TRUE,Antidiphtérique/Antitétanique/ Anticoquelucheux/AntihépatiteB/Antihémophilus Influenzae de Tpye B (DTC-Hep B+Hib),1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1328,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2222,TRUE,Anti Haemorrhoid Suppo.,1,100,100,__export__.product_category_36,Stockable Product,__export__.product_product_2222,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1332,TRUE,Antihémorroïdaire,1,2,2,__export__.product_category_36,Stockable Product,__export__.product_product_1332,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1330,TRUE,Antihémorroïdaire 30g,1,2,2,__export__.product_category_35,Stockable Product,__export__.product_product_1330,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1334,TRUE,"Antihépatite B (Hép B) 10µgs/0,5ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1334,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1336,TRUE,Antihépatite B (Hép B) 20µgs/1ml,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1336,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1338,TRUE,"Antiméningococcique A, C, W Y I 35 50µg/0,5ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1338,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1340,TRUE,"Antimoniate de Méglumine 1,5g/ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1340,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1342,TRUE,"Antimoniate de Méglumine 8,1%/5ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1342,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1344,TRUE,"Antipoliomyélite (VPO) 1 dose/0,5ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1344,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1346,TRUE,Antirabique 150UI/ml,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1346,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1348,TRUE,Antirougeoleux (VAR),1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1348,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1350,TRUE,"Antitétanique ? 40UI/0,5ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1350,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1352,TRUE,"Antitoxine Tétanique, humaine 1500 UI/ml, 1ml",1,2,2,__export__.product_category_34,Stockable Product,__export__.product_product_1352,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1353,TRUE,Antituberculeux (BCG) 10 doses/ml pour adulte et enfants à partir de 12 mois,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1353,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1355,TRUE,Antituberculeux (BCG) 20 doses pour enfants de moins de 12 mois,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1355,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1357,TRUE,Antivenimeux,1,28000,28000,__export__.product_category_13,Stockable Product,__export__.product_product_1357,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1359,TRUE,Apomorphine 10mg/ml,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1359,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1361,TRUE,Aqueuse Fl/250g,1,2,2,__export__.product_category_35,Stockable Product,__export__.product_product_1361,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1363,TRUE,Artemether 200mg,1,2,2,__export__.product_category_36,Stockable Product,__export__.product_product_1363,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1365,TRUE,Artemether 20mg/ml,1,2,2,__export__.product_category_33,Stockable Product,__export__.product_product_1365,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1367,TRUE,Artemether 40mg/ml,1,2,2,__export__.product_category_33,Stockable Product,__export__.product_product_1367,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1369,TRUE,Artemether 50mg,1,2,2,__export__.product_category_36,Stockable Product,__export__.product_product_1369,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1371,TRUE,Artemether 80mg injectable,1,30,30,__export__.product_category_33,Stockable Product,__export__.product_product_1371,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1373,TRUE,Artemether+Luméfantrine 180/1080mg 60ml,1,1500,1500,__export__.product_category_30,Stockable Product,__export__.product_product_1373,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1375,TRUE,Artemether+Luméfantrine 20/120mg (6x2),1,1500,1500,__export__.product_category_29,Stockable Product,__export__.product_product_1375,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1377,TRUE,Artemether+Luméfantrine 20/120mg (6x3),1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1377,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1379,TRUE,Artemether+Luméfantrine 20/120mg (6x4),1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1379,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1381,TRUE,Artemether+Luméfantrine 80/480mg CP,1,50,50,__export__.product_category_29,Stockable Product,__export__.product_product_1381,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1383,TRUE,Artésunate 60mg,1,50,50,__export__.product_category_13,Stockable Product,__export__.product_product_1383,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1384,TRUE,"Artésunate+Amodiaquine 100/270mg, 3",1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1384,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1386,TRUE,"Artésunate+Amodiaquine 100/270mg, 6",1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1386,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1388,TRUE,"Artésunate+Amodiaquine 25mg+62,5mg",1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1388,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1390,TRUE,Artésunate+Amodiaquine 50mg+135mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1390,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1392,TRUE,Atenolol 100mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1392,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2225,TRUE,Atenolol 25mg tablets,1,400,400,__export__.product_category_29,Stockable Product,__export__.product_product_2225,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_62,TRUE,Atenolol 50mg,1,1200,1200,__export__.product_category_29,Stockable Product,__export__.product_product_62,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2178,TRUE,Atenolol 50mg,1,1200,1200,__export__.product_category_29,Stockable Product,__export__.product_product_2178,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_66,TRUE,Atorvastatin 20mg,1,6000,6000,__export__.product_category_29,Stockable Product,__export__.product_product_66,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2226,TRUE,Atorvastatin 20mg,1,6000,6000,__export__.product_category_29,Stockable Product,__export__.product_product_2226,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_2227,TRUE,Atorvastatin 40mg,1,400,400,__export__.product_category_29,Stockable Product,__export__.product_product_2227,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1394,TRUE,"Atropine 0,1%",1,2,2,__export__.product_category_37,Stockable Product,__export__.product_product_1394,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1397,TRUE,"Atropine 0,25mg/1ml",1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1397,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1398,TRUE,"Atropine 0,25mg/ml",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1398,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1400,TRUE,"Atropine 0,3%",1,2,2,__export__.product_category_37,Stockable Product,__export__.product_product_1400,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1402,TRUE,"Atropine 0,5%",1,2,2,__export__.product_category_37,Stockable Product,__export__.product_product_1402,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1404,TRUE,Atropine 1%,1,800,800,__export__.product_category_37,Stockable Product,__export__.product_product_1404,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1406,TRUE,Atropine 1mg/1ml,1,5000,5000,__export__.product_category_29,Stockable Product,__export__.product_product_1406,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1408,TRUE,Atropine 1mg/ml,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1408,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1410,TRUE,Atropine Sulfate 1mg/ml 1ml,1,2,2,__export__.product_category_33,Stockable Product,__export__.product_product_1410,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1129,TRUE,ATV/r 300/100mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1129,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1178,TRUE,AZT 300mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1178,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1130,TRUE,AZT/3TC 300/150mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1130,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1132,TRUE,AZT/3TC 600/300mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1132,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1131,TRUE,AZT/3TC 60/30mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1131,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1188,TRUE,AZT/3TC/NVP 300/150/200mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1188,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1190,TRUE,AZT/3TC/NVP 60/30/50mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1190,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1412,TRUE,Bacitracine alpha amylase 400mg,1,2,2,__export__.product_category_29,Stockable Product,__export__.product_product_1412,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1414,TRUE,"Benzathine Benzyl Pénicilline 1,2 MUI",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1414,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1420,TRUE,"Benzathine Benzylpénicilline 1,4 MUI",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1420,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1416,TRUE,"Benzathine Benzyl Pénicilline 2,4 MUI",1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1416,product.product_uom_unit,product.product_uom_unit,By Lots
__export__.product_template_1418,TRUE,Benzathine Benzyl Pénicilline 600mg,1,2,2,__export__.product_category_13,Stockable Product,__export__.product_product_1418,product.product_uom_unit,product.product_uom_unit,By Lots
